year,set_num,name,parent_theme_name,num_parts
2016,75131-1,Resistance Trooper Battle Pack,Star Wars,112
2016,75132-1,First Order Battle Pack,Star Wars,88
2016,75133-1,Rebel Alliance Battle Pack,Pirates I,101
2016,75134-1,Galactic Empire Battle Pack,Pirates I,109
2016,75135-1,Obi-Wan's Jedi Interceptor,Star Wars,214
2016,75136-1,Droid Escape Pod,Star Wars,197
2016,75137-1,Carbon-Freezing Chamber,Star Wars,232
2016,75138-1,Hoth Attack,Star Wars,232
2016,75139-1,Battle on Takodana,Star Wars,409
2016,75140-1,Resistance Troop Transporter,Star Wars,645
2004,7514-1,Sweet Dreamy Jewels,Super Heroes,12
2016,75141-1,Kanan's Speeder Bike,Star Wars,234
2016,75142-1,Homing Spider Droid,Star Wars,310
2017,75144-1,Snowspeeder,Star Wars,1703
2016,75145-1,Eclipse Fighter,Star Wars,363
2016,75146-1,Advent Calendar 2016 Star Wars,Castle,282
2016,75147-1,StarScavenger,The Hobbit,557
2016,75148-1,Encounter on Jakku,Star Wars,529
2016,75149-1,Resistance X-Wing Fighter,Star Wars,739
2016,75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,Star Wars,702
2004,7515-1,Striped Sunny Jewels,Super Heroes,49
2016,75151-1,Clone Turbo Tank,Star Wars,902
2016,75152-1,Imperial Assault Hovertank,Mini,385
2016,75153-1,AT-ST Walker,Mini,449
2016,75154-1,TIE Striker,Mini,541
2016,75155-1,Rebel U-Wing Fighter,Mini,657
2016,75156-1,Krennic’s Imperial Shuttle,Mini,861
2016,75157-1,Captain Rex’s AT-TE,Star Wars,969
2016,75158-1,Rebel Combat Frigate,Star Wars,934
2016,75159-1,Death Star,Pirates I,4023
2017,75160-1,U-Wing Microfighter,Mini,108
2004,7516-1,Cool Starry Jewels,Super Heroes,52
2017,75161-1,TIE Striker Microfighter,Pirates I,87
2017,75162-1,Y-Wing Microfighter,Pirates I,90
2017,75163-1,Krennics Imperial Shuttle Microfighter,Pirates I,77
2017,75164-1,Rebel Trooper Battle Pack,Mini,120
2017,75165-1,Imperial Trooper Battle Pack,Mini,111
2017,75166-1,First Order Transport Speeder Battle Pack,The Hobbit,117
2017,75167-1,"Bounty Hunter Speeder Bike"" Battle Pack",Pirates I,125
2017,75168-1,Yoda's Jedi Starfighter,Star Wars,262
2017,75169-1,Duel on Naboo,Star Wars,208
2017,75170-1,The Phantom,Star Wars,269
2003,7517-1,Cool Room Decor,Super Heroes,47
2017,75171-1,Battle on Scarif,Mini,419
2017,75172-1,Y-Wing Starfighter,Mini,690
2017,75173-1,Luke's Landspeeder,Star Wars,148
2017,75174-1,Desert Skiff Escape,Pirates I,284
2017,75175-1,A-Wing Starfighter,Pirates I,358
2017,75176-1,Resistance Transport Pod,The Hobbit,294
2017,75177-1,First Order Heavy Scout Walker,The Hobbit,554
2017,75178-1,Jakku Quadjumper,Pirates I,456
2017,75179-1,Kylo Ren's TIE Fighter,The Hobbit,629
2017,75180-1,Rathtar Escape,Star Wars,836
2003,7518-1,Cool Room Catchers,Super Heroes,113
2018,75181-1,Y-Wing Starfighter,Star Wars,1966
2017,75182-1,Republic Fighter Tank,Star Wars,305
2017,75183-1,Darth Vader Transformation,Star Wars,290
2017,75184-1,Star Wars Advent Calendar - All Parts,Castle,309
2017,75184-26,Star Wars Advent Calendar - All Sets,Castle,0
2017,75185-1,Tracker I,The Hobbit,557
2017,75186-1,The Arrowhead,The Hobbit,774
2017,75187-1,BB-8,The Hobbit,1105
2017,75188-1,Resistance Bomber,The Hobbit,780
2017,75189-1,First Order Heavy Assault Walker,The Hobbit,1375
2017,75190-1,First Order Star Destroyer,The Hobbit,1409
2003,7519-1,Cool Room Frames,Super Heroes,32
2017,75191-1,Jedi Starfighter with Hyperdrive,Star Wars,831
2017,75192-1,UCS Millennium Falcon,Star Wars,7541
2018,75193-1,Millennium Falcon Microfighter,Pirates I,92
2018,75194-1,First Order TIE Fighter Microfighter,Pirates I,91
2018,75195-1,Ski Speeder vs First Order Walker Microfighter,Pirates I,216
2018,75196-1,A-Wing vs TIE Silencer Microfighter,Pirates I,188
2018,75197-1,First Order Specialists Battle Pack,Pirates I,108
2018,75198-1,Tatooine Battle Pack,Pirates I,97
2018,75199-1,General Grievous' Combat Speeder,Pirates I,157
2018,75200-1,Ahch-To Island Training,Pirates I,241
2003,7520-1,Pillow Decor 'n More,Super Heroes,2
2018,75201-1,First Order AT-ST,Pirates I,370
2018,75202-1,Defense of Crait,Pirates I,746
2018,75203-1,Hoth Medical Chamber,Star Wars,248
2018,75204-1,Sandspeeder,Pirates I,278
2018,75205-1,Mos Eisley Cantina,Pirates I,376
2018,75206-1,Jedi and Clone Troopers Battle Pack,Star Wars,102
2018,75207-1,Imperial Patrol Battle Pack,The Lone Ranger,99
2018,75208-1,Yoda's Hut,Pirates I,229
2018,75209-1,Han Solo's Landspeeder,The Lone Ranger,343
2018,75210-1,Moloch's Landspeeder,The Lone Ranger,461
2003,7521-1,Pretty Punch Activity Set,Super Heroes,3
2018,75211-1,Imperial TIE Fighter,The Lone Ranger,519
2018,75212-1,Kessel Run Millennium Falcon,The Lone Ranger,1416
2018,75213-1,Star Wars Advent Calendar,Castle,307
2018,75214-1,Anakin's Jedi Starfighter,Star Wars,248
2018,75215-1,Cloud-Rider Swoop Bikes,The Lone Ranger,355
2018,75216-1,Snoke's Throne Room,The Hobbit,491
2018,75217-1,Imperial Conveyex Transport,The Lone Ranger,621
2018,75218-1,X-Wing Starfighter,Star Wars,730
2018,75219-1,Imperial AT-Hauler,The Lone Ranger,828
2018,75220-1,Sandcrawler,Star Wars,1239
2003,7522-1,Let's Party,Super Heroes,3
2018,75221-1,Imperial Landing Craft,Star Wars,635
2018,75222-1,Betrayal at Cloud City,Star Wars,2809
2019,75223-1,Naboo Starfighter,Pirates I,62
2019,75224-1,Sith Infiltrator,Pirates I,92
2019,75225-1,Elite Praetorian Guard Battle Pack,Pirates I,109
2019,75226-1,Inferno Squad Battle Pack,Pirates I,118
2019,75227-1,Darth Vader Bust,Pirates I,327
2019,75228-1,Escape Pod vs. Dewback Microfighters,Star Wars,177
2019,75229-1,Death Star Escape,Star Wars,329
2018,75230-1,Porg,The Hobbit,810
2005,7523-1,Hip Hair Set,Super Heroes,16
2019,75233-1,Droid Gunship,Star Wars,388
2019,75234-1,AT-AP Walker,Star Wars,688
2019,75235-1,X-Wing Starfighter Trench Run,Star Wars,132
2019,75236-1,Duel on Starkiller Base,Pirates I,191
2019,75237-1,TIE Fighter Attack,Pirates I,77
2019,75238-1,Action Battle Endor Assault,Pirates I,193
2019,75239-1,Action Battle Hoth Generator Attack,Pirates I,235
2019,75240-1,Major Vonreg’s TIE Fighter,Pirates I,496
2004,7524-1,Glamour Girl Purse,Super Heroes,18
2019,75241-1,Action Battle Echo Base Defense,Pirates I,504
2019,75242-1,Black Ace TIE Interceptor,Pirates I,395
2019,75243-1,Slave I - 20th Anniversary Edition,Pirates I,1012
2011,752437B-1,Minifigure Display Case Large Blue,Super Heroes,16
2011,752437Bk-1,Min﻿ifigure Display Case Large﻿ Black,Super Heroes,16
2011,752437R-1,Minifigure Display Case Large Red,Super Heroes,16
2011,752437W-1,Minifigure Display Case Large Whit﻿﻿e,Super Heroes,16
2011,752437Y-1,Minifigure Display Case Large Yellow,Super Heroes,16
2019,75244-1,Tantive IV,Pirates I,1768
2019,75247-1,Rebel A-Wing Starfighter,Pirates I,62
2004,7525-1,Sunshine Picture Stand,Super Heroes,22
2018,75251-1,Darth Vader's Castle,Mini,1059
2019,75253-1,Droid Commander,Pirates I,0
2019,75258-1,Anakin's Podracer - 20th Anniversary Edition,Pirates I,279
2019,75259-1,Snowspeeder - 20th Anniversary Edition,Pirates I,309
2004,7526-1,My Starry Notes,Super Heroes,27
2019,75261-1,Clone Scout Walker - 20th Anniversary Edition,Pirates I,250
2019,75262-1,Imperial Dropship - 20th Anniversary Edition,Pirates I,125
2005,7527-1,Pretty in Pink Beauty Set,Super Heroes,136
2004,7528-1,Designer Desk Set,Super Heroes,71
2004,7529-1,Stylin' Stationery Set,Super Heroes,75
2004,7530-1,Starry Decoration Set,Super Heroes,71
1969,753-1,Automatic Right Electric Switch,Train,5
2004,7531-1,The Ultimate Jewelry Collection,Super Heroes,154
2004,7532-1,My Special Storage Space,Super Heroes,39
2005,7533-1,Pretty in Pink Jewels-n-More,Super Heroes,66
2005,7534-1,Stylin' Citrus Jewels-n-More,Super Heroes,67
2005,7535-1,Groovy Grape Jewels-n-More,Super Heroes,67
2005,7536-1,Modern Magnetic Room Decor Set,Super Heroes,13
2005,7537-1,Cool Carry-All Set,Super Heroes,72
2005,7538-1,Totally Clikits Fashion Bag and Accessories,Super Heroes,43
2005,7540-1,Friends 4-Ever Jewels & More,Super Heroes,66
1969,754-1,Automatic Left Electric Switch,Train,5
2005,7541-1,Friendship Frames and Notes,Super Heroes,29
2005,7542-1,Flashin' Fashion Frame,Super Heroes,32
2006,7545-1,Pink & Pearls Jewels 'n' More,Super Heroes,68
2006,7546-1,Tropical Breeze Jewels 'n' More,Super Heroes,73
2006,7548-1,Fun Flamingo Frames 'n' More,Super Heroes,79
2006,7549-1,Totally Tropical Decor Set,Super Heroes,132
1974,755-1,Left and Right Switches,Train,12
2018,75512-1,Millennium Falcon Cockpit,The Lone Ranger,203
2017,75523-1,Scarif Stormtrooper,Mini,89
2017,75524-1,Chirrut Îmwe,Pirates I,87
2017,75525-1,Baze Malbus,Pirates I,148
2017,75526-1,Elite TIE Fighter Pilot,The Hobbit,94
2017,75528-1,Rey,The Hobbit,83
2017,75529-1,Elite Praetorian Guard,The Hobbit,92
2017,75530-1,Chewbacca,The Hobbit,179
2011,7553-1,Advent Calendar 2011 City,Castle,24
2011,7553-10,Advent Calendar 2011 City (Day  9) Ice Fisherman,Seasonal,5
2011,7553-11,Advent Calendar 2011 City (Day 10) Camp Fire and Fishing Pole,Seasonal,6
2017,75531-1,Stormtrooper Commander,Pirates I,100
2011,7553-12,Advent Calendar 2011 City (Day 11) Wall with Doorway,Seasonal,15
2011,7553-13,Advent Calendar 2011 City (Day 12) Wall with Small Window,Seasonal,15
2011,7553-14,Advent Calendar 2011 City (Day 13) Police Officer with Radio,Seasonal,5
2011,7553-15,Advent Calendar 2011 City (Day 14) Forensic Lab,Seasonal,10
2011,7553-16,Advent Calendar 2011 City (Day 15) Police Car Base,Seasonal,14
2011,7553-17,Advent Calendar 2011 City (Day 16) Police Car Middle Section,Seasonal,11
2011,7553-18,Advent Calendar 2011 City (Day 17) Police Car Top Section,Seasonal,7
2011,7553-19,Advent Calendar 2011 City (Day 18) Robber with Crowbar,Seasonal,5
2011,7553-2,Advent Calendar 2011 City (Day  1) Robber with Snowball,Seasonal,6
2011,7553-20,Advent Calendar 2011 City (Day 19) Safe with Gold Bars,Seasonal,10
2011,7553-21,Advent Calendar 2011 City (Day 20) Orange Snowmobile,Seasonal,8
2017,75532-1,Scout Trooper & Speeder Bike,Star Wars,452
2011,7553-22,Advent Calendar 2011 City (Day 21) Sled with Crate,Seasonal,6
2011,7553-23,Advent Calendar 2011 City (Day 22) White Snowmobile,Seasonal,8
2011,7553-24,Advent Calendar 2011 City (Day 23) Dog with Bone,Seasonal,2
2011,7553-25,Advent Calendar 2011 City (Day 24) Santa and Fireplace,Seasonal,18
2011,7553-3,Advent Calendar 2011 City (Day  2) Catapult,Seasonal,8
2018,75533-1,Boba Fett,Pirates I,144
2011,7553-4,Advent Calendar 2011 City (Day  3) Police Officer with Handcuffs,Seasonal,5
2018,75534-1,Darth Vader,Pirates I,168
2011,7553-5,Advent Calendar 2011 City (Day  4) Wall with Barred Window,Seasonal,14
2018,75535-1,Han Solo,The Lone Ranger,100
2011,7553-6,Advent Calendar 2011 City (Day  5) Wall with Large Window,Seasonal,18
2018,75536-1,Range Trooper,The Lone Ranger,101
2011,7553-7,Advent Calendar 2011 City (Day  6) Christmas Tree,Seasonal,18
2018,75537-1,Darth Maul,Pirates I,104
2011,7553-8,Advent Calendar 2011 City (Day  7) Skateboard and Gifts,Seasonal,13
2011,7553-9,Advent Calendar 2011 City (Day 8) Bed,Seasonal,5
2006,7554-1,Pearly Pink Bracelet & Bands,Super Heroes,63
2006,7555-1,Glitter and Sparkle Beauty Set,Super Heroes,46
2005,7557-1,Blooms & Butterflies,Super Heroes,14
2005,7558-1,Shells & Starfish,Super Heroes,14
2005,7559-1,Sports & Stars,Super Heroes,14
1974,756-1,Electric Crossing,Train,5
2010,7566-1,Farmer,Town,16
2010,7567-1,Traveler,Town,21
2010,7569-1,Desert Attack,Mindstorms,57
2010,7570-1,The Ostrich Race,Mindstorms,169
1987,757-1,Storage Tray,Minitalia,1
2010,7571-1,The Fight for the Dagger,Mindstorms,259
2010,7572-1,Quest Against Time,Mindstorms,506
2010,7573-1,Battle of Alamut,Mindstorms,821
2005,7574-1,Advent Calendar 2005 Clikits,Designer Sets,24
2005,7574-10,Advent Calendar 2005 Clikits  (Day 9) Hair Band,Advent,4
2005,7574-11,Advent Calendar 2005 Clikits (Day 10) Paper Clip,Advent,10
2005,7574-12,Advent Calendar 2005 Clikits (Day 11) Picture Frame,Advent,6
2005,7574-13,Advent Calendar 2005 Clikits (Day 12) Gift Tag with Icons,Advent,4
2005,7574-14,Advent Calendar 2005 Clikits (Day 13) Hair Band,Advent,7
2005,7574-15,Advent Calendar 2005 Clikits (Day 14) Ring,Advent,3
2005,7574-16,Advent Calendar 2005 Clikits (Day 15) Hair Band,Advent,7
2005,7574-17,Advent Calendar 2005 Clikits (Day 16) Gift Tag with Icons,Advent,4
2005,7574-18,Advent Calendar 2005 Clikits (Day 17) Icons,Advent,8
2005,7574-19,Advent Calendar 2005 Clikits (Day 18) Bracelet,Advent,9
2005,7574-2,Advent Calendar 2005 Clikits  (Day 1) Ring,Advent,3
2005,7574-20,Advent Calendar 2005 Clikits (Day 19) Necklace,Advent,4
2005,7574-21,Advent Calendar 2005 Clikits (Day 20) Paper Clip,Advent,3
2005,7574-22,Advent Calendar 2005 Clikits (Day 21) Bangle,Advent,2
2005,7574-23,Advent Calendar 2005 Clikits (Day 22) Hair Band,Advent,4
2005,7574-24,Advent Calendar 2005 Clikits (Day 23) Gift Tag with Icons,Advent,4
2005,7574-25,Advent Calendar 2005 Clikits (Day 24) Hair Grip,Advent,3
2005,7574-3,Advent Calendar 2005 Clikits  (Day 2) Hair Band,Advent,7
2005,7574-4,Advent Calendar 2005 Clikits  (Day 3) Necklace,Advent,4
2005,7574-5,Advent Calendar 2005 Clikits  (Day 4) Icons,Advent,8
2005,7574-6,Advent Calendar 2005 Clikits  (Day 5) Bangle,Advent,3
2005,7574-7,Advent Calendar 2005 Clikits  (Day 6) Magnet,Advent,3
2005,7574-8,Advent Calendar 2005 Clikits  (Day 7) Trinket Box,Advent,3
2005,7574-9,Advent Calendar 2005 Clikits  (Day 8) Magnet,Advent,3
2004,7575-1,Advent Calendar 2004 Clikits,Designer Sets,24
2004,7575-10,Advent Calendar 2004 Clikits (Day  9) Bracelet,Advent,4
2004,7575-11,Advent Calendar 2004 Clikits (Day 10) Hair Band,Advent,5
2004,7575-12,Advent Calendar 2004 Clikits (Day 11) Icons,Advent,10
2004,7575-13,Advent Calendar 2004 Clikits (Day 12) Necklace,Advent,8
2004,7575-14,Advent Calendar 2004 Clikits (Day 13) Hair Band,Advent,4
2004,7575-15,Advent Calendar 2004 Clikits (Day 14) Gift Tag with Icons,Advent,4
2004,7575-16,Advent Calendar 2004 Clikits (Day 15) Ring,Advent,4
2004,7575-17,Advent Calendar 2004 Clikits (Day 16) Necklace,Advent,4
2004,7575-18,Advent Calendar 2004 Clikits (Day 17) Bangle,Advent,2
2004,7575-19,Advent Calendar 2004 Clikits (Day 18) Paper Clip / Hair Clip,Advent,10
2004,7575-2,Advent Calendar 2004 Clikits (Day  1) Paper Clip / Hair Clip,Advent,3
2004,7575-20,Advent Calendar 2004 Clikits (Day 19) Picture Frame,Advent,8
2004,7575-21,Advent Calendar 2004 Clikits (Day 20) Hair Band,Advent,4
2004,7575-22,Advent Calendar 2004 Clikits (Day 21) Gift Tag with Icons,Advent,4
2004,7575-23,Advent Calendar 2004 Clikits (Day 22) Paper Clip / Hair Clip,Advent,3
2004,7575-24,Advent Calendar 2004 Clikits (Day 23) Hair Band,Advent,5
2004,7575-25,Advent Calendar 2004 Clikits (Day 24) Carry Case,Advent,5
2004,7575-3,Advent Calendar 2004 Clikits (Day  2) Bracelet,Advent,4
2004,7575-4,Advent Calendar 2004 Clikits (Day  3) Hair Band,Advent,7
2004,7575-5,Advent Calendar 2004 Clikits (Day  4) Ring,Advent,10
2004,7575-6,Advent Calendar 2004 Clikits (Day  5) Picture Frame,Advent,6
2004,7575-7,Advent Calendar 2004 Clikits (Day  6) Bangle,Advent,2
2004,7575-8,Advent Calendar 2004 Clikits (Day  7) Gift Tag with Icons,Advent,4
2004,7575-9,Advent Calendar 2004 Clikits (Day  8) Hair Band,Advent,4
2006,7577-1,Winter Wonder Palace,Aquazone,168
2006,7578-1,Ultimate Princesses,Aquazone,162
2006,7579-1,Blossom Fairy,Aquazone,49
2007,7580-1,The Skating Princess,Aquazone,26
1987,758-1,Storage Tray,Minitalia,1
2019,75810-1,The Upside Down,Stranger Things,2280
2007,7581-1,Winter Royal Stables,Aquazone,92
2007,7582-1,Royal Summer Palace,Aquazone,183
2016,75821-1,Piggy Car Escape,Monster Fighters,74
2016,75822-1,Piggy Plane Attack,Monster Fighters,168
2016,75823-1,Bird Island Egg Heist,Monster Fighters,282
2016,75824-1,Pig City Teardown,Monster Fighters,385
2016,75825-1,Piggy Pirate Ship,Monster Fighters,616
2016,75826-1,King Pig’s Castle,Monster Fighters,857
2016,75827-1,Firehouse Headquarters,Value Packs,4639
2016,75828-1,Ecto1 & 2,Value Packs,555
2008,7583-1,Playful Puppy,Aquazone,83
2008,7585-1,Pony Stable,Aquazone,221
2008,7586-1,Sunshine Home,Aquazone,454
2016,75870-1,Chevrolet Corvette Z06,Collectible Minifigures,176
2008,7587-1,Pony Jumping,Aquazone,57
2016,75871-1,Ford Mustang GT,Collectible Minifigures,188
2016,75872-1,Audi R18 e-tron quattro,Collectible Minifigures,168
2016,75873-1,Audi R8 LMS ultra,Collectible Minifigures,178
2016,75874-1,Chevrolet Camaro Drag Race,Collectible Minifigures,448
2016,75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,Collectible Minifigures,672
2016,75876-1,Porsche 919 Hybrid and 917K Pit Lane,Collectible Minifigures,742
2017,75877-1,Mercedes-AMG GT3,Collectible Minifigures,203
2017,75878-1,Bugatti Chiron,Collectible Minifigures,188
2017,75879-1,Scuderia Ferrari SF16-H,Collectible Minifigures,184
2017,75880-1,McLaren 720S,Collectible Minifigures,168
2017,75881-1,2016 Ford GT & 1966 Ford GT40,Collectible Minifigures,373
2017,75882-1,Ferrari FXX K & Development Center,Collectible Minifigures,501
2017,75883-1,MERCEDES AMG PETRONAS Formula One Team,Collectible Minifigures,962
2018,75884-1,1968 Ford Mustang Fastback,Collectible Minifigures,183
2018,75885-1,Ford Fiesta M-Sport WRC,Collectible Minifigures,210
2018,75886-1,Ferrari 488 GT3 Scuderia Corsa,Collectible Minifigures,186
2018,75887-1,Porsche 919 Hybrid,Collectible Minifigures,170
2018,75888-1,Porsche 911 RSR & 911 TURBO 3.0,Collectible Minifigures,398
2018,75889-1,Ferrari Ultimate Garage,Collectible Minifigures,856
2019,75890-1,Ferrari F40 Competizione,Collectible Minifigures,212
2019,75891-1,Chevrolet Camaro ZL1 Race Car,Collectible Minifigures,198
2019,75892-1,McLaren Senna,Collectible Minifigures,226
2019,75893-1,2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,Collectible Minifigures,485
2019,75894-1,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,Collectible Minifigures,496
2019,75895-1,1974 Porsche 911 Turbo 3.0,Collectible Minifigures,0
2015,75899-1,LaFerrari,Collectible Minifigures,167
2015,75900-1,Mummy Museum Mystery,Collectible Minifigures,110
2010,7590-1,Woody and Buzz to the Rescue,Indiana Jones,92
2015,75901-1,Mystery Plane Adventures,Collectible Minifigures,128
2015,75902-1,The Mystery Machine,Collectible Minifigures,300
2015,75903-1,Haunted Lighthouse,Collectible Minifigures,436
2015,75904-1,Mystery Mansion,Collectible Minifigures,860
2015,75908-1,458 Italia GT2,Collectible Minifigures,156
2015,75909-1,McLaren P1,Collectible Minifigures,171
1985,759-1,Storage Cabinet,Minitalia,1
2015,75910-1,Porsche 918 Spyder,Collectible Minifigures,154
2010,7591-1,Construct-a-Zurg,Indiana Jones,118
2015,75911-1,McLaren Mercedes Pit Stop,Collectible Minifigures,340
2015,75912-1,Porsche 911 GT Finish Line,Collectible Minifigures,573
2015,75913-1,F14 T & Scuderia Ferrari Truck,Collectible Minifigures,892
2015,75915-1,Pteranodon Capture,Collectible Minifigures,174
2015,75916-1,Dilophosaurus Ambush,Collectible Minifigures,247
2015,75917-1,Raptor Rampage,Collectible Minifigures,323
2015,75918-1,T-Rex Tracker,Collectible Minifigures,519
2015,75919-1,Indominus rex Breakout,Collectible Minifigures,1154
2015,75920-1,Raptor Escape,Collectible Minifigures,391
2010,7592-1,Construct-a-Buzz,Indiana Jones,210
2018,75926-1,Pteranodon Chase,Collectible Minifigures,126
2018,75927-1,Stygimoloch Breakout,Collectible Minifigures,222
2018,75928-1,Blue's Helicopter Pursuit,Collectible Minifigures,397
2018,75929-1,Carnotaurus Gyrosphere Escape,Collectible Minifigures,577
2018,75930-1,Indoraptor Rampage at Lockwood,Collectible Minifigures,1018
2010,7593-1,Buzz's Star Command Spaceship,Indiana Jones,257
2018,75931-1,Dilophosaurus Outpost Attack,Collectible Minifigures,289
2018,75932-1,Jurassic Park Velociraptor Chase,Collectible Minifigures,360
2018,75933-1,T-Rex Transport,Collectible Minifigures,608
2019,75934-1,Dilophosaurus on the Loose,Collectible Minifigures,167
2019,75935-1,Baryonyx Face-Off: The Treasure Hunt,Collectible Minifigures,433
2019,75936-1,Jurassic Park T.rex Rampage,Collectible Minifigures,0
2019,75937-1,Triceratops Rampage,Collectible Minifigures,446
2019,75938-1,T. rex vs Dino-Mech Battle,Collectible Minifigures,711
2010,7594-1,Woody's Roundup!,Indiana Jones,502
2019,75945-1,Expecto Patronum,Train,122
2019,75946-1,Hungarian Horntail Triwizard Challenge,Train,264
2019,75947-1,Hagrid's Hut: Buckbeak's Rescue,Train,498
2019,75948-1,Hogwarts Clock Tower,Train,931
2018,75950-1,Aragog's Lair,Town,159
2010,7595-1,Army Men on Patrol,Indiana Jones,90
2018,75951-1,Grindelwald's Escape,Town,132
2018,75952-1,Newt's Case of Magical Creatures,Town,694
2018,75953-1,Hogwarts Whomping Willow,Town,756
2018,75954-1,Hogwarts Great Hall,Town,882
2018,75955-1,Hogwarts Express,Town,805
2018,75956-1,Quidditch Match,Town,501
2019,75957-1,The Knight Bus,Town,403
2019,75958-1,Beauxbatons' Carriage: Arrival at Hogwarts,Train,0
2010,7596-1,Trash Compactor Escape,Indiana Jones,373
2019,75964-1,Harry Potter Advent Calendar,Train,0
2019,75965-1,The Rise of Voldermort,Train,0
2019,75970-1,Tracer vs. Widowmaker,Town,129
2010,7597-1,Western Train Chase,Indiana Jones,585
2019,75971-1,Hanzo vs. Genji,Town,197
2019,75972-1,Dorado Showdown,Town,419
2019,75973-1,D.Va & Reinhardt,Town,455
2019,75974-1,Bastion,Town,602
2019,75975-1,Watchpoint: Gibraltar,Town,730
2019,75976-1,Wrecking Ball,Town,0
2019,75977-1,Junkrat & Roadhog,Town,0
2010,7598-1,Pizza Planet Truck Rescue,Indiana Jones,225
2018,75987-1,Omnic Bastion,Town,182
2010,7599-1,Garbage Truck Getaway,Indiana Jones,404
2018,75996-1,Aquaman & Storm,Collectible Minifigures,197
2018,75997-1,Ant-Man & The Wasp,Collectible Minifigures,218
2013,76000-1,Arctic Batman vs. Mr. Freeze: Aquaman on Ice,Universal Building Set,197
2007,7600-1,Advent Calendar 2007 Belville,Castle,218
2013,76001-1,The Bat vs. Bane: Tumbler Chase,Universal Building Set,366
2013,76002-1,Superman: Metropolis Showdown,Western,119
2013,76003-1,Superman: Battle of Smallville,Western,417
2013,76004-1,Spider-Man: Spider-Cycle Chase,Western,236
2013,76005-1,Spider-Man: Daily Bugle Showdown,Western,473
2013,76006-1,Iron Man: Extremis Sea Port Battle,X-Pod,195
2013,76007-1,Iron Man: Malibu Mansion Attack,Dino,363
2013,76008-1,Iron Man vs. The Mandarin: Ultimate Showdown,X-Pod,91
2013,76009-1,Superman: Black Zero Escape,Western,168
1985,760-1,Storage Cabinet,Minitalia,5
2014,76010-1,The Penguin Face Off,Universal Building Set,136
2006,7601-1,LEGO Go-Kart Set,Creator,42
2014,76011-1,Batman: Man-Bat Attack,Universal Building Set,184
2014,76012-1,Batman: The Riddler Chase,Universal Building Set,303
2014,76013-1,The Joker Steam Roller,Universal Building Set,485
2014,76014-1,Spider-Trike vs. Electro,Western,69
2014,76015-1,Doc Ock Truck Heist,Western,237
2014,76016-1,Spider-Helicopter Rescue,Western,299
2014,76017-1,Captain America vs. Hydra,Western,172
2014,76018-1,Hulk Lab Smash,Western,396
2014,76019-1,Starblaster Showdown,Universal Building Set,195
1975,760-2,London Bus,Legoland,110
2014,76020-1,Knowhere Escape Mission,Universal Building Set,432
2006,7602-1,Jeep,Creator,46
2014,76021-1,The Milano Spaceship Rescue,Universal Building Set,665
2014,76022-1,X-Men vs. The Sentinel,X-Pod,335
2014,76023-1,The Tumbler,Universal Building Set,1869
2015,76025-1,Green Lantern vs. Sinestro,Vikings,174
2015,76026-1,Gorilla Grodd Goes Bananas,Vikings,346
2015,76027-1,Black Manta Deep Sea Strike,Vikings,386
2015,76028-1,Darkseid Invasion,Vikings,543
2015,76029-1,Iron Man vs. Ultron,Western,92
2015,76030-1,Avengers Hydra Showdown,Western,219
2006,7603-1,Dump Truck,Creator,33
2015,76031-1,The Hulk Buster Smash,Western,247
2015,76032-1,The Avengers Quinjet Chase,Western,721
2015,76034-1,Batboat Harbor Pursuit,Universal Building Set,263
2015,76035-1,Jokerland,Universal Building Set,1034
2015,76036-1,Carnage's Shield Sky Attack,Dino,97
2015,76037-1,Rhino and Sandman Supervillain Team-up,Dino,385
2015,76038-1,Attack on Avengers Tower,Western,515
2015,76039-1,Ant-Man Final Battle,Dino,194
2015,76040-1,Brainiac Attack,Vikings,178
2006,7604-1,Dinosaur,Creator,34
2015,76041-1,The Hydra Fortress Smash,Western,404
2015,76042-1,The SHIELD Helicarrier,Western,2995
2016,76044-1,Clash of the Heroes,Universal Building Set,91
2016,76045-1,Kryptonite Interception,Universal Building Set,308
2016,76046-1,Heroes of Justice: Sky High Battle,Universal Building Set,518
2016,76047-1,Black Panther Pursuit,Dino,286
2016,76048-1,Iron Skull Sub Attack,Western,334
2016,76049-1,Avenjet Space Mission,Western,523
2016,76050-1,Crossbones’ Hazard Heist,Dino,179
2016,76051-1,Super Hero Airport Battle,Western,804
2016,76052-1,Batman Classic TV Series - Batcave,Universal Building Set,2526
2016,76053-1,Gotham City Cycle Chase,Universal Building Set,224
2016,76054-1,Batman: Scarecrow Harvest of Fear,Universal Building Set,561
2016,76055-1,Batman: Killer Croc Sewer Smash,Universal Building Set,758
2016,76056-1,Batman: Rescue from Ra's al Ghul,Universal Building Set,256
2016,76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,Western,1090
2016,76058-1,Spider-Man: Ghost Rider Team-up,Western,217
2016,76059-1,Spider-Man: Doc Ock's Tentacle Trap,Western,445
2016,76060-1,Doctor Strange's Sanctum Sanctorum,Dino,359
2006,7606-1,Frog,Creator,33
